,DC_Healthy,DC_Severe,Epithelial_2_Healthy,Epithelial_2_Severe
GBA,2.368356507,NaN,NaN,5.555307493
GBA2,4.335920802,3.841296815,NaN,NaN
GBE1,NaN,NaN,NaN,NaN
GBF1,3.532679431,3.758488296,NaN,NaN
GBGT1,NaN,NaN,NaN,NaN
GBP2,NaN,NaN,NaN,4.073004706
GBP3,NaN,NaN,NaN,5.996702856
GBP4,NaN,NaN,NaN,5.555307493
GBP5,NaN,NaN,NaN,NaN
GBP7,NaN,NaN,NaN,NaN
GBX1,NaN,NaN,NaN,NaN
GBX2,NaN,NaN,NaN,NaN
GC,NaN,NaN,NaN,NaN
GCA,6.384896684,7.312874202,NaN,NaN
GCAT,NaN,NaN,NaN,NaN
GCC1,3.496076412,NaN,NaN,NaN
GCC2-AS1,NaN,NaN,NaN,NaN
GCDH,3.823744567,NaN,NaN,NaN
GCFC2,2.358071774,NaN,NaN,NaN
GCG,NaN,NaN,NaN,NaN
GCGR,NaN,NaN,NaN,NaN
GCH1,2.788041146,NaN,NaN,5.555307493
GCHFR,4.817125642,4.925712019,NaN,NaN
GCK,NaN,NaN,NaN,NaN
GCKR,NaN,NaN,NaN,NaN
GCLM,2.866903594,NaN,NaN,NaN
GCM1,NaN,NaN,NaN,NaN
GCM2,NaN,NaN,NaN,NaN
GCN1,NaN,NaN,NaN,4.073004706
GCNA,NaN,NaN,NaN,NaN
GCNT1,3.282290301,NaN,NaN,NaN
GCNT2,2.703359016,NaN,NaN,NaN
GCNT3,NaN,NaN,NaN,NaN
GCNT4,NaN,NaN,NaN,NaN
GCNT7,NaN,NaN,NaN,NaN
GCOM1,NaN,NaN,NaN,NaN
GCSAM,6.863303441,5.734303607,NaN,NaN
GCSAML,NaN,NaN,NaN,NaN
GCSAML-AS1,NaN,NaN,NaN,NaN
GDA,NaN,NaN,NaN,NaN
GDAP1,NaN,NaN,NaN,NaN
GDAP1L1,NaN,NaN,NaN,NaN
GDAP2,3.668187539,4.006096644,NaN,NaN
GDE1,3.015159028,4.376034823,NaN,5.073004706
GDF1,NaN,NaN,NaN,NaN
GDF10,NaN,NaN,NaN,NaN
GDF11,NaN,NaN,NaN,NaN
GDF15,NaN,NaN,NaN,NaN
GDF2,NaN,NaN,NaN,NaN
GDF3,NaN,NaN,NaN,NaN
GDF5,NaN,NaN,NaN,NaN
GDF5OS,NaN,NaN,NaN,NaN
GDF6,NaN,NaN,NaN,NaN
GDF7,2.706886064,NaN,NaN,NaN
GDF9,NaN,NaN,NaN,NaN
GDI1,3.755211824,4.02798593,NaN,NaN
GDNF,NaN,NaN,NaN,NaN
GDNF-AS1,NaN,NaN,NaN,NaN
GDPD1,NaN,NaN,NaN,NaN
GDPD2,NaN,NaN,NaN,NaN
GDPD3,NaN,NaN,NaN,NaN
GDPD4,NaN,NaN,NaN,NaN
GDPD5,2.966690859,NaN,NaN,NaN
GDPGP1,NaN,NaN,NaN,NaN
GEMIN2,NaN,NaN,NaN,NaN
GEMIN4,NaN,NaN,NaN,NaN
GEMIN5,3.258601173,3.862975712,NaN,NaN
GEMIN6,3.970531965,NaN,NaN,NaN
GEMIN7,2.594661948,3.862914842,NaN,5.555307493
GEMIN7-AS1,NaN,NaN,NaN,NaN
GEMIN8,NaN,NaN,NaN,NaN
GEN1,NaN,NaN,NaN,NaN
GET4,NaN,NaN,NaN,NaN
GFAP,NaN,NaN,NaN,NaN
GFER,4.258911757,5.231985312,NaN,NaN
GFI1,NaN,NaN,NaN,NaN
GFI1B,4.144698863,NaN,NaN,NaN
GFM1,NaN,4.099781264,NaN,NaN
GFM2,NaN,NaN,NaN,NaN
GFOD1,5.192731986,NaN,NaN,NaN
GFOD1-AS1,NaN,NaN,NaN,NaN
GFOD2,4.206982031,NaN,NaN,NaN
GFPT1,3.990756826,4.154250756,NaN,5.555307493
GFPT2,NaN,NaN,NaN,NaN
GFRA1,NaN,NaN,NaN,NaN
GFRA2,3.658380175,NaN,NaN,NaN
GFRA3,NaN,NaN,NaN,NaN
GFRA4,NaN,NaN,NaN,NaN
GFRAL,NaN,NaN,NaN,NaN
GFY,NaN,NaN,NaN,NaN
GGA2,5.90703838,4.427129553,NaN,NaN
GGA3,3.108327174,NaN,NaN,NaN
GGACT,NaN,NaN,NaN,NaN
GGCX,5.138851777,3.203088259,NaN,4.073004706
GGH,NaN,NaN,NaN,NaN
GGN,NaN,NaN,NaN,NaN
GGPS1,3.434611055,4.38673715,NaN,NaN
GGT1,NaN,NaN,NaN,5.555307493
GGT2,NaN,NaN,NaN,NaN
GGT5,NaN,NaN,NaN,6.334217577
GGT6,NaN,NaN,NaN,NaN
GGT7,3.669136169,NaN,NaN,NaN
GGTLC1,NaN,NaN,NaN,NaN
GGTLC2,NaN,NaN,NaN,NaN
GGTLC3,NaN,NaN,NaN,NaN
GH1,NaN,NaN,NaN,NaN
GH2,NaN,NaN,NaN,NaN
GHDC,2.386912895,NaN,NaN,NaN
GHET1,NaN,NaN,NaN,NaN
GHR,NaN,NaN,NaN,4.073004706
GHRH,NaN,NaN,NaN,NaN
GHRHR,NaN,NaN,NaN,NaN
GHRL,NaN,NaN,NaN,4.073004706
GHRLOS,NaN,NaN,NaN,NaN
GHSR,NaN,NaN,NaN,NaN
GID4,NaN,NaN,NaN,NaN
GID8,4.754484287,4.488675743,NaN,4.073004706
GIF,NaN,NaN,NaN,NaN
GIMAP1,NaN,NaN,NaN,NaN
GIMAP1-GIMAP5,NaN,NaN,NaN,NaN
GIMAP2,NaN,NaN,NaN,NaN
GIMAP4,NaN,NaN,NaN,NaN
GIMAP5,NaN,NaN,NaN,NaN
GIMAP6,NaN,NaN,NaN,NaN
GIMAP7,NaN,NaN,NaN,NaN
GIMAP8,NaN,NaN,NaN,NaN
GIMD1,NaN,NaN,NaN,NaN
GIN1,NaN,NaN,NaN,NaN
GINS1,NaN,NaN,NaN,NaN
GINS2,NaN,NaN,NaN,NaN
GINS3,NaN,NaN,NaN,NaN
GINS4,NaN,NaN,NaN,NaN
GIP,NaN,NaN,NaN,NaN
GIPC1,3.860722213,4.348094426,NaN,NaN
GIPC2,NaN,NaN,NaN,NaN
GIPC3,NaN,NaN,NaN,NaN
GIPR,NaN,NaN,NaN,NaN
GIT2,4.531576849,3.637329887,NaN,NaN
GJA10,NaN,NaN,NaN,NaN
GJA3,NaN,NaN,NaN,NaN
GJA4,NaN,NaN,NaN,NaN
GJA5,NaN,NaN,NaN,NaN
GJA8,NaN,NaN,NaN,NaN
GJA9,NaN,NaN,NaN,NaN
GJB1,NaN,NaN,NaN,NaN
GJB2,NaN,NaN,NaN,NaN
GJB3,NaN,NaN,NaN,NaN
GJB4,NaN,NaN,NaN,NaN
GJB5,NaN,NaN,NaN,NaN
GJB6,NaN,NaN,NaN,NaN
GJB7,NaN,NaN,NaN,NaN
GJC1,NaN,NaN,NaN,NaN
GJC2,NaN,NaN,NaN,NaN
GJC3,NaN,NaN,NaN,NaN
GJD2,NaN,NaN,NaN,NaN
GJD3,NaN,NaN,NaN,NaN
GJD4,NaN,NaN,NaN,NaN
GJE1,NaN,NaN,NaN,NaN
GK,5.184557283,4.186306234,NaN,NaN
GK-AS1,NaN,NaN,NaN,NaN
GK2,NaN,NaN,NaN,NaN
GK3P,NaN,NaN,NaN,NaN
GKAP1,NaN,NaN,NaN,NaN
GKN1,NaN,NaN,NaN,NaN
GKN2,NaN,NaN,NaN,NaN
GLA,4.554231557,5.329161151,NaN,NaN
GLB1,4.618153729,4.38961804,NaN,NaN
GLB1L,NaN,NaN,NaN,NaN
GLB1L2,NaN,NaN,NaN,NaN
GLB1L3,NaN,NaN,NaN,NaN
GLCCI1,NaN,NaN,NaN,6.555307493
GLCE,NaN,NaN,NaN,NaN
GLDC,NaN,NaN,NaN,NaN
GLDN,NaN,NaN,NaN,NaN
GLE1,4.373152689,4.694804687,NaN,NaN
GLI1,NaN,NaN,NaN,NaN
GLI2,NaN,NaN,NaN,NaN
GLI4,3.55281898,3.460446206,NaN,NaN
GLIDR,NaN,NaN,NaN,NaN
GLIPR1,7.633453434,7.596577417,NaN,4.073004706
GLIPR1L1,NaN,NaN,NaN,NaN
GLIPR1L2,NaN,NaN,NaN,NaN
GLIPR2,6.097895857,6.740649108,NaN,5.555307493
GLIS1,NaN,NaN,NaN,NaN
GLIS2,NaN,NaN,NaN,NaN
GLIS2-AS1,NaN,NaN,NaN,NaN
GLIS3,NaN,NaN,NaN,4.073004706
GLIS3-AS1,NaN,NaN,NaN,NaN
GLMN,4.485611259,NaN,NaN,NaN
GLMP,NaN,NaN,NaN,NaN
GLO1,4.73405972,4.823378407,NaN,4.073004706
GLOD5,NaN,NaN,NaN,NaN
GLP1R,NaN,NaN,NaN,NaN
GLP2R,NaN,NaN,NaN,NaN
GLRA1,NaN,NaN,NaN,NaN
GLRA2,NaN,NaN,NaN,NaN
GLRA3,NaN,NaN,NaN,NaN
GLRA4,NaN,NaN,NaN,NaN
GLRB,NaN,NaN,NaN,4.073004706
GLRX,6.153010436,6.457704218,NaN,8.070271541
GLRX2,5.059988001,3.998853998,NaN,5.555307493
GLS2,NaN,NaN,NaN,NaN
GLT1D1,NaN,NaN,NaN,NaN
GLT6D1,NaN,NaN,NaN,NaN
GLT8D1,4.239774174,4.077689265,NaN,NaN
GLT8D2,NaN,NaN,NaN,NaN
GLTP,6.04895531,5.518807738,NaN,NaN
GLTPD2,NaN,NaN,NaN,NaN
GLUD2,NaN,NaN,NaN,NaN
GLYAT,NaN,NaN,NaN,NaN
GLYATL1,NaN,NaN,NaN,NaN
GLYATL1B,NaN,NaN,NaN,NaN
GLYATL2,NaN,NaN,NaN,NaN
GLYATL3,NaN,NaN,NaN,NaN
GLYCTK,NaN,NaN,NaN,NaN
GM2A,6.178214954,5.295754675,NaN,4.073004706
GMCL1,3.792213637,4.794808029,NaN,NaN
GMDS,4.324906848,4.337204995,NaN,NaN
GMDS-DT,NaN,3.746808545,NaN,NaN
GMEB1,3.329718233,4.417109046,NaN,NaN
GMEB2,3.790458546,NaN,NaN,NaN
GMFB,4.564884482,4.348187311,NaN,NaN
GMFG,7.187057835,7.891025499,NaN,NaN
GMIP,4.450242125,4.575597337,NaN,NaN
GML,NaN,NaN,NaN,NaN
GMNC,NaN,NaN,NaN,NaN
GMNN,4.397559168,NaN,NaN,NaN
GMPPA,2.048756526,3.225331427,NaN,5.555307493
GMPPB,4.14451794,4.313544905,NaN,4.073004706
GMPR,NaN,3.93173898,NaN,NaN
GMPR2,4.826897205,5.708048201,NaN,NaN
GNA12,5.896587267,5.124662915,NaN,5.555307493
GNA13,5.422681038,5.05190417,NaN,NaN
GNA14,NaN,NaN,NaN,NaN
GNA14-AS1,NaN,NaN,NaN,NaN
GNA15,6.490764153,5.943694985,NaN,NaN
GNAI1,3.408513327,3.282349607,NaN,NaN
GNAL,NaN,NaN,NaN,NaN
GNAO1,5.842531372,5.592295541,NaN,5.555307493
GNAS-AS1,NaN,NaN,NaN,NaN
GNAT1,NaN,NaN,NaN,NaN
GNAT2,NaN,NaN,NaN,NaN
GNAT3,NaN,NaN,NaN,NaN
GNAZ,NaN,NaN,NaN,NaN
GNB1L,NaN,NaN,NaN,NaN
GNB3,NaN,NaN,NaN,NaN
GNB4,6.364738595,6.035093832,NaN,NaN
GNB5,3.37771621,4.156604467,NaN,NaN
GNE,NaN,NaN,NaN,NaN
GNG10,3.359019607,NaN,NaN,NaN
GNG11,NaN,NaN,NaN,5.657967207
GNG12-AS1,NaN,NaN,NaN,NaN
GNG13,NaN,NaN,NaN,NaN
GNG14,NaN,NaN,NaN,NaN
GNG2,3.79684237,NaN,NaN,NaN
GNG3,NaN,NaN,NaN,NaN
GNG4,NaN,NaN,NaN,NaN
GNG7,5.527244621,4.62623479,NaN,NaN
GNG8,NaN,NaN,NaN,NaN
GNGT1,NaN,NaN,NaN,NaN
GNGT2,NaN,3.759181241,NaN,NaN
GNL1,5.119316511,4.739325139,NaN,NaN
GNL3L,4.202346293,NaN,NaN,NaN
GNLY,NaN,NaN,NaN,NaN
GNMT,NaN,NaN,NaN,NaN
GNPDA1,3.286724892,3.05677993,NaN,NaN
GNPDA2,3.432348867,NaN,NaN,NaN
GNPNAT1,NaN,4.057974022,NaN,NaN
GNPTAB,5.41480836,4.051502186,NaN,NaN
GNPTG,4.516149004,4.814956851,NaN,NaN
GNRH1,NaN,NaN,NaN,NaN
GNRH2,NaN,NaN,NaN,NaN
GNRHR,NaN,NaN,NaN,NaN
GNS,3.247316471,NaN,NaN,5.555307493
GOLGA1,4.149262792,NaN,NaN,NaN
GOLGA5,4.103784789,NaN,NaN,NaN
GOLGA6A,NaN,NaN,NaN,NaN
GOLGA6B,NaN,NaN,NaN,NaN
GOLGA6C,NaN,NaN,NaN,NaN
GOLGA6D,NaN,NaN,NaN,NaN
GOLGA6L1,NaN,NaN,NaN,NaN
GOLGA6L10,NaN,NaN,NaN,NaN
GOLGA6L2,NaN,NaN,NaN,NaN
GOLGA6L22,NaN,NaN,NaN,NaN
GOLGA6L4,2.942353602,NaN,NaN,NaN
GOLGA6L6,NaN,NaN,NaN,NaN
GOLGA6L7,NaN,NaN,NaN,NaN
GOLGA6L9,NaN,NaN,NaN,4.073004706
GOLGA7B,NaN,NaN,NaN,NaN
GOLGA8F,NaN,NaN,NaN,NaN
GOLGA8G,NaN,NaN,NaN,NaN
GOLGA8H,NaN,NaN,NaN,NaN
GOLGA8J,NaN,NaN,NaN,NaN
GOLGA8K,NaN,NaN,NaN,NaN
GOLGA8M,NaN,NaN,NaN,NaN
GOLGA8N,NaN,NaN,NaN,NaN
GOLGA8O,NaN,NaN,NaN,NaN
GOLGA8Q,NaN,NaN,NaN,NaN
GOLGA8R,NaN,NaN,NaN,NaN
GOLGA8S,NaN,NaN,NaN,NaN
GOLGA8T,NaN,NaN,NaN,NaN
GOLM1,NaN,NaN,NaN,NaN
GOLPH3,3.868006669,4.076564998,NaN,NaN
GOLPH3L,NaN,3.268488553,NaN,NaN
GOLT1A,NaN,NaN,NaN,NaN
GOLT1B,4.028152465,3.759051123,NaN,4.073004706
GON7,NaN,NaN,NaN,NaN
GORAB,NaN,NaN,NaN,4.073004706
GORASP1,NaN,NaN,NaN,NaN
GORASP2,4.470771273,5.381377776,NaN,5.555307493
GOSR2,NaN,4.561092924,NaN,4.073004706
GOT1,2.454602686,NaN,NaN,NaN
GOT1L1,NaN,NaN,NaN,NaN
GOT2,4.055281791,NaN,NaN,NaN
GP1BA,NaN,NaN,NaN,NaN
GP1BB,NaN,NaN,NaN,NaN
GP2,NaN,NaN,NaN,NaN
GP5,NaN,NaN,NaN,NaN
GP6,NaN,NaN,NaN,NaN
GP9,NaN,NaN,NaN,NaN
GPA33,NaN,NaN,NaN,NaN
GPAA1,5.316868916,5.398445448,NaN,4.073004706
GPALPP1,3.500592733,NaN,NaN,5.073004706
GPAM,NaN,NaN,NaN,5.555307493
GPANK1,5.082443814,3.408833308,NaN,NaN
GPAT2,NaN,NaN,NaN,NaN
GPAT3,5.548363857,4.980170904,NaN,NaN
GPAT4,5.085572432,4.747775841,NaN,NaN
GPATCH1,2.85734556,4.090670119,NaN,NaN
GPATCH11,4.327176328,4.091007965,NaN,5.555307493
GPATCH3,NaN,NaN,NaN,NaN
GPBAR1,NaN,NaN,NaN,NaN
GPC2,NaN,NaN,NaN,NaN
GPC3,NaN,NaN,NaN,NaN
GPC4,NaN,NaN,NaN,NaN
GPC5,NaN,NaN,NaN,NaN
GPC5-AS1,NaN,NaN,NaN,NaN
GPC5-AS2,NaN,NaN,NaN,NaN
GPC6,NaN,NaN,NaN,NaN
GPC6-AS1,NaN,NaN,NaN,NaN
GPC6-AS2,NaN,NaN,NaN,NaN
GPCPD1,4.810626468,4.053883421,NaN,5.555307493
GPD1,NaN,NaN,NaN,NaN
GPD1L,NaN,NaN,NaN,NaN
GPD2,4.397474023,NaN,NaN,NaN
GPER1,4.530027658,3.958487775,NaN,NaN
GPHA2,NaN,NaN,NaN,NaN
GPHB5,NaN,NaN,NaN,NaN
GPHN,3.018841849,NaN,NaN,NaN
GPIHBP1,NaN,NaN,NaN,NaN
GPKOW,NaN,NaN,NaN,NaN
GPLD1,NaN,NaN,NaN,NaN
GPM6A,NaN,NaN,NaN,NaN
GPM6B,3.436257218,NaN,NaN,4.073004706
GPN1,3.789348132,4.873035052,NaN,NaN
GPN2,2.87523868,NaN,NaN,4.073004706
GPN3,3.961470321,4.404108958,NaN,NaN
GPR1,NaN,NaN,NaN,NaN
GPR101,NaN,NaN,NaN,NaN
GPR107,3.223209773,NaN,NaN,NaN
GPR108,3.471256077,3.196221168,NaN,NaN
GPR119,NaN,NaN,NaN,NaN
GPR12,NaN,NaN,NaN,NaN
GPR132,5.687765068,5.298571953,NaN,NaN
GPR135,NaN,NaN,NaN,NaN
GPR137,4.092558678,3.477670398,NaN,NaN
GPR137B,5.169681117,4.07086124,NaN,NaN
GPR137C,NaN,NaN,NaN,NaN
GPR139,NaN,NaN,NaN,NaN
GPR141,3.932544964,3.6608126,NaN,NaN
GPR142,NaN,NaN,NaN,NaN
GPR143,NaN,NaN,NaN,NaN
GPR146,2.66152018,NaN,NaN,NaN
GPR148,NaN,NaN,NaN,NaN
GPR149,NaN,NaN,NaN,NaN
GPR15,NaN,NaN,NaN,NaN
GPR150,NaN,NaN,NaN,NaN
GPR151,NaN,NaN,NaN,NaN
GPR152,NaN,NaN,NaN,NaN
GPR153,NaN,NaN,NaN,NaN
GPR156,NaN,NaN,NaN,NaN
GPR157,6.802449382,6.09027206,NaN,NaN
GPR158,NaN,NaN,NaN,NaN
GPR158-AS1,NaN,NaN,NaN,NaN
GPR160,NaN,4.19358541,NaN,NaN
GPR161,NaN,NaN,NaN,NaN
GPR162,NaN,NaN,NaN,NaN
GPR17,NaN,NaN,NaN,NaN
GPR171,3.579758607,NaN,NaN,NaN
GPR173,NaN,NaN,NaN,NaN
GPR174,NaN,NaN,NaN,NaN
GPR176,NaN,NaN,NaN,4.073004706
GPR179,NaN,NaN,NaN,NaN
GPR18,NaN,3.615765077,NaN,NaN
GPR180,3.278789687,3.446914804,NaN,5.996702856
GPR182,NaN,NaN,NaN,NaN
GPR183,8.722308616,7.582313764,NaN,NaN
GPR19,NaN,NaN,NaN,NaN
GPR20,NaN,NaN,NaN,NaN
GPR21,NaN,NaN,NaN,NaN
GPR22,NaN,NaN,NaN,NaN
GPR25,NaN,NaN,NaN,NaN
GPR26,NaN,NaN,NaN,NaN
GPR27,NaN,NaN,NaN,NaN
GPR3,NaN,NaN,NaN,NaN
GPR31,3.691746269,4.501680918,NaN,NaN
GPR32,NaN,NaN,NaN,NaN
GPR33,NaN,NaN,NaN,NaN
GPR34,NaN,NaN,NaN,NaN
GPR35,3.660943148,4.226817779,NaN,NaN
GPR37,NaN,NaN,NaN,NaN
GPR37L1,NaN,NaN,NaN,NaN
GPR39,NaN,NaN,NaN,NaN
GPR4,NaN,NaN,NaN,NaN
GPR42,NaN,NaN,NaN,NaN
GPR45,NaN,NaN,NaN,NaN
GPR50,NaN,NaN,NaN,NaN
GPR50-AS1,NaN,NaN,NaN,NaN
GPR52,NaN,NaN,NaN,NaN
GPR55,NaN,NaN,NaN,NaN
GPR6,NaN,NaN,NaN,NaN
GPR61,NaN,NaN,NaN,NaN
GPR62,NaN,NaN,NaN,NaN
GPR63,NaN,NaN,NaN,NaN
GPR65,6.811158707,6.94247384,NaN,NaN
GPR68,3.486224103,3.997949195,NaN,NaN
GPR75,NaN,NaN,NaN,NaN
GPR75-ASB3,NaN,NaN,NaN,NaN
GPR78,NaN,NaN,NaN,NaN
GPR82,3.21082999,NaN,NaN,4.073004706
GPR83,NaN,NaN,NaN,NaN
GPR84,NaN,NaN,NaN,NaN
GPR85,NaN,NaN,NaN,NaN
GPR87,NaN,NaN,NaN,NaN
GPR88,NaN,NaN,NaN,NaN
GPR89A,3.270859535,NaN,NaN,NaN
GPR89B,NaN,NaN,NaN,NaN
GPRASP1,NaN,NaN,NaN,NaN
GPRASP2,NaN,NaN,NaN,NaN
GPRC5A,NaN,NaN,NaN,NaN
GPRC5B,NaN,NaN,NaN,4.073004706
GPRC5C,NaN,NaN,NaN,NaN
GPRC5D,NaN,NaN,NaN,NaN
GPRC5D-AS1,NaN,NaN,NaN,NaN
GPRC6A,NaN,NaN,NaN,NaN
GPRIN1,NaN,NaN,NaN,NaN
GPRIN2,NaN,NaN,NaN,NaN
GPRIN3,6.074380366,4.8781288,NaN,4.073004706
GPS1,4.885353557,5.354626955,NaN,4.073004706
GPSM1,NaN,NaN,NaN,NaN
GPSM3,6.623772692,7.179599914,NaN,NaN
GPT,NaN,NaN,NaN,NaN
GPX2,NaN,NaN,NaN,NaN
GPX3,4.303531719,NaN,NaN,NaN
GPX5,NaN,NaN,NaN,NaN
GPX6,NaN,NaN,NaN,NaN
GPX7,NaN,NaN,NaN,4.073004706
GPX8,NaN,NaN,NaN,4.073004706
GRAMD1A,5.606563225,5.474721522,NaN,NaN
GRAMD1B,NaN,NaN,NaN,NaN
GRAMD1C,NaN,NaN,NaN,NaN
GRAMD2A,2.529669416,NaN,NaN,NaN
GRAMD2B,5.157023899,4.120205874,NaN,NaN
GRAMD4,4.406183508,3.854345805,NaN,NaN
GRAP,NaN,NaN,NaN,NaN
GRAP2,3.644793327,NaN,NaN,NaN
GRAPL,NaN,NaN,NaN,NaN
GRASP,6.73792715,5.605271759,NaN,NaN
GRB10,NaN,NaN,NaN,NaN
GRB14,NaN,NaN,NaN,NaN
GRB7,NaN,NaN,NaN,NaN
GREB1,NaN,NaN,NaN,NaN
GREB1L,NaN,NaN,NaN,NaN
GREM1,NaN,NaN,NaN,NaN
GREM2,NaN,NaN,NaN,NaN
GRHL1,4.593502991,NaN,NaN,NaN
GRHL2,NaN,NaN,NaN,NaN
GRHL3,NaN,NaN,NaN,NaN
GRIA1,NaN,NaN,NaN,NaN
GRIA2,NaN,NaN,NaN,NaN
GRIA3,NaN,NaN,NaN,NaN
GRIA4,NaN,NaN,NaN,NaN
GRID1,NaN,NaN,NaN,NaN
GRID1-AS1,NaN,NaN,NaN,NaN
GRID2,NaN,NaN,NaN,NaN
GRID2IP,NaN,NaN,NaN,NaN
GRIFIN,NaN,NaN,NaN,NaN
GRIK1,NaN,NaN,NaN,NaN
GRIK1-AS1,NaN,NaN,NaN,NaN
GRIK2,NaN,NaN,NaN,NaN
GRIK3,NaN,NaN,NaN,NaN
GRIK4,NaN,NaN,NaN,NaN
GRIK5,NaN,NaN,NaN,NaN
GRIN1,NaN,NaN,NaN,NaN
GRIN2A,NaN,NaN,NaN,NaN
GRIN2B,NaN,NaN,NaN,NaN
GRIN2C,NaN,NaN,NaN,NaN
GRIN2D,NaN,NaN,NaN,NaN
GRIN3A,NaN,NaN,NaN,NaN
GRIN3B,NaN,NaN,NaN,NaN
GRINA,6.65077916,6.446843578,NaN,4.073004706
GRIP1,NaN,NaN,NaN,NaN
GRIP2,NaN,NaN,NaN,NaN
GRIPAP1,4.750974414,5.326319633,NaN,NaN
GRK1,NaN,NaN,NaN,NaN
GRK2,6.470846199,6.517341977,NaN,4.073004706
GRK3,6.070222322,6.02371056,NaN,NaN
GRK4,NaN,NaN,NaN,NaN
GRK5,NaN,NaN,NaN,4.073004706
GRK6,3.957763475,4.767985595,NaN,NaN
GRK7,NaN,NaN,NaN,NaN
GRM1,NaN,NaN,NaN,NaN
GRM2,NaN,NaN,NaN,NaN
GRM3,NaN,NaN,NaN,NaN
GRM4,NaN,NaN,NaN,NaN
GRM5,NaN,NaN,NaN,NaN
GRM5-AS1,NaN,NaN,NaN,NaN
GRM6,NaN,NaN,NaN,NaN
GRM7,NaN,NaN,NaN,NaN
GRM7-AS1,NaN,NaN,NaN,NaN
GRM7-AS2,NaN,NaN,NaN,NaN
GRM7-AS3,NaN,NaN,NaN,NaN
GRM8,NaN,NaN,NaN,NaN
GRP,NaN,NaN,NaN,NaN
GRPEL1,5.18375384,5.057020888,NaN,5.996702856
GRPEL2,NaN,3.343180039,NaN,NaN
GRPEL2-AS1,NaN,NaN,NaN,NaN
GRPR,NaN,NaN,NaN,NaN
GRTP1,NaN,NaN,NaN,NaN
GRTP1-AS1,NaN,NaN,NaN,NaN
GRWD1,4.233731213,3.841876185,NaN,NaN
GRXCR1,NaN,NaN,NaN,NaN
GRXCR2,NaN,NaN,NaN,NaN
GSAP,4.688865535,4.157296016,NaN,NaN
GSC,NaN,NaN,NaN,NaN
GSC2,NaN,NaN,NaN,NaN
GSDMA,NaN,NaN,NaN,NaN
GSDMB,NaN,NaN,NaN,NaN
GSDMD,4.630431392,4.83933987,NaN,4.073004706
GSDME,NaN,NaN,NaN,NaN
GSE1,4.448320536,NaN,NaN,NaN
GSEC,NaN,NaN,NaN,NaN
GSG1,NaN,NaN,NaN,NaN
GSG1L,NaN,NaN,NaN,NaN
GSG1L2,NaN,NaN,NaN,NaN
GSK3A,4.339299964,4.772577671,NaN,5.996702856
GSKIP,3.308103882,3.507329018,NaN,NaN
GSN-AS1,NaN,NaN,NaN,NaN
GSPT2,NaN,5.138394125,NaN,5.555307493
GSR,4.944729105,NaN,NaN,NaN
GSS,3.74990355,NaN,NaN,4.073004706
GSTA1,NaN,NaN,NaN,NaN
GSTA2,NaN,NaN,NaN,NaN
GSTA3,NaN,NaN,NaN,NaN
GSTA5,NaN,NaN,NaN,NaN
GSTCD,2.664807606,NaN,NaN,NaN
GSTM1,NaN,NaN,NaN,NaN
GSTM2,3.545103904,NaN,NaN,NaN
GSTM4,4.969736018,4.947645385,NaN,NaN
GSTM5,NaN,NaN,NaN,NaN
GSTT2B,NaN,NaN,NaN,NaN
GSTT4,NaN,NaN,NaN,NaN
GSTZ1,3.273875852,3.934030709,NaN,NaN
GSX1,NaN,NaN,NaN,NaN
GSX2,NaN,NaN,NaN,NaN
GTDC1,NaN,NaN,NaN,NaN
GTF2A1,4.021397561,4.317272585,NaN,5.996702856
GTF2A1L,NaN,NaN,NaN,NaN
GTF2B,5.497657768,5.776036018,NaN,NaN
GTF2E1,3.848392606,NaN,NaN,NaN
GTF2E2,4.20923062,4.904901281,NaN,NaN
GTF2H1,4.412614458,4.685727324,NaN,NaN
GTF2H2,5.678321563,NaN,NaN,NaN
GTF2H2C,4.291556248,NaN,NaN,NaN
GTF2H3,3.346618246,NaN,NaN,5.555307493
GTF2H4,NaN,NaN,NaN,NaN
GTF2IRD1,NaN,NaN,NaN,NaN
GTF2IRD2,NaN,NaN,NaN,NaN
GTF2IRD2B,2.316615361,NaN,NaN,NaN
GTF3C2,2.468492289,NaN,NaN,NaN
GTF3C2-AS1,NaN,NaN,NaN,NaN
GTF3C4,3.051612486,NaN,NaN,4.073004706
GTF3C5,3.557507227,3.745814157,NaN,NaN
GTPBP1,5.346014703,4.547739216,NaN,NaN
GTPBP10,NaN,NaN,NaN,NaN
GTPBP2,2.338975787,3.889859904,NaN,4.073004706
GTPBP3,3.923401704,3.772821869,NaN,NaN
GTPBP6,3.825502529,4.85313866,NaN,NaN
GTPBP8,4.785251508,5.345758558,NaN,NaN
GTSCR1,NaN,NaN,NaN,NaN
GTSE1,NaN,NaN,NaN,NaN
GTSE1-DT,NaN,NaN,NaN,NaN
GTSF1,NaN,3.008963682,NaN,NaN
GTSF1L,NaN,NaN,NaN,NaN
GUCA1A,NaN,NaN,NaN,NaN
GUCA1B,NaN,NaN,NaN,NaN
GUCA1C,NaN,NaN,NaN,NaN
GUCA2A,NaN,NaN,NaN,NaN
GUCA2B,NaN,NaN,NaN,NaN
GUCD1,2.93239192,3.290364355,NaN,NaN
GUCY1A1,3.89451974,3.729913983,NaN,NaN
GUCY1A2,NaN,NaN,NaN,NaN
GUCY1B1,NaN,NaN,NaN,NaN
